"geneID","1","1M","2","2M","3","3M","4","4M","5","5M","6","6M","7","7M","8","8M","9","9M","10","10M"
"297","PFLU_0354",496.881,493.751,500.759,490.061,512.038,546.061,479.799,543.889,518.625,557.842,490.497,472.66,507.266,442.972,489.204,380.108,514.816,456.61,517.327,502.924
"298","PFLU_0355",548.699,534.619,548.918,530.591,548.95,498.619,503.163,627.763,564.316,641.285,513.48,565.755,542.477,492.454,548.427,438.485,533.705,417.498,513.519,544.524
"299","PFLU_0356",4466.67,4457.82,4555.55,4460.63,4435.03,4504.55,4634.08,5060.13,4474.71,5003.23,4686.65,4721.37,4551.41,3922.82,4552.99,3310.25,4454.87,4081.84,4444.75,4577.41
"300","PFLU_0357",730.756,715.939,724.912,710.357,730.872,686.293,740.288,795.11,710.977,865.864,720.458,744.572,774.579,602.683,736.74,588.788,725.971,689.516,769.04,729.05
"301","PFLU_0358",478.108,493.385,483.796,489.698,506.064,552.245,488.794,526.789,494.162,551.512,506.739,532.064,495.805,401.428,524.007,425.753,499.565,427.666,524.233,502.551
"302","PFLU_0359",554.791,603.721,600.323,599.112,596.092,612.792,605.486,691.659,599.425,697.74,621.292,696.148,607.337,487.047,616.11,590.344,589.006,486.17,587.587,614.857
"303","PFLU_0360",732.015,723.654,759.001,718.003,738.716,851.054,741.913,733.621,777.59,786.019,708.409,678.134,731.031,594.199,738.18,586.408,727.046,651.341,712.062,736.898
"304","PFLU_0361",496.97,473.754,478.263,470.227,476.952,544.233,464.413,506.129,473.236,550.773,488.521,469.95,464.372,537.911,477.91,390.813,482.146,372.485,479.569,482.566
"305","PFLU_0362",502.567,486.964,500.994,483.329,509.724,534.63,493.423,553.816,493.396,562.032,472.464,518.984,489.762,406.311,461.041,415.459,514.078,496.316,497.382,496.014
"306","PFLU_0363",554.386,542.848,534.501,538.752,548.884,584.804,549.019,630.394,545.195,607.379,537.112,603.988,533.48,478.316,551.238,586.689,593.086,468.96,574.443,552.9
"307","PFLU_0364",577.141,568.521,584.247,564.209,563.706,623.464,574.539,672.2,600.44,617.057,563.842,558.921,535.371,612.136,580.259,523.956,581.883,477.435,614.639,579.031
"308","PFLU_0365",593.444,577.655,586.581,573.268,575.792,604.826,605.007,577.025,599.996,557.237,583.136,642.946,578.295,458.714,582.419,482.113,584.05,503.295,561.205,588.329
"309","PFLU_0366",489.833,482.732,498.113,479.132,491.728,522.612,477.88,565.275,479.517,508.793,496.899,520.113,492.325,476.634,486.349,427.815,497.49,435.868,502.833,491.707
"310","PFLU_0367",495.098,481.571,479.263,477.98,492.172,534.263,505.558,501.328,510.479,516.765,489.247,528.667,465.628,397.371,507.635,394.886,494.642,480.841,511.05,490.524
"311","PFLU_0368",503.947,489.9,493.449,486.242,500.664,525.761,483.987,537.807,499.828,537.185,490.637,477.685,515.573,375.448,523.217,457.815,503.332,381.608,491.504,499.003
"312","PFLU_0369",527.862,508.414,517.309,504.604,528.127,549.649,521.191,540.566,518.703,536.743,544.221,555.232,505.632,430.886,531.896,339.716,518.325,423.718,499.938,517.851
"313","PFLU_0370",585.649,584.495,571.016,580.049,597.063,663.19,631.289,602.097,558.987,666.635,589.915,631.846,610.867,493.251,607.715,517.633,594.463,481.399,593.037,595.29
"314","PFLU_0371",564.032,541.134,592.763,537.051,544.334,607.182,555.808,529.848,549.21,579.717,529.825,544.771,534.744,521.785,543.82,537.283,528.209,523.553,546.893,551.155
"315","PFLU_0372",935.194,938.188,914.582,930.576,913.263,935.687,974.491,1124.49,956.545,1026.71,941.02,922.25,944.963,692.134,901.961,733.097,937.232,829.722,945.683,955.126
"316","PFLU_0373",477.569,473.176,479.14,469.653,482.167,478.513,475.389,596.285,458.278,555.619,477.86,484.444,495.554,295.386,494.651,384.942,475.782,506.313,477.554,481.978
"317","PFLU_0374",465.017,446.512,433.16,443.205,444.874,449.533,473.487,463.667,450.273,470.307,462.503,436.357,438.588,389.458,433.758,370.336,464.318,444.992,461.463,454.831
"318","PFLU_0375",570.728,584.495,615.801,580.049,608.258,613.272,579.301,576.398,599.979,670.339,615.886,660.244,629.491,434.791,562.975,448.372,579.508,492.34,604.226,595.29
"319","PFLU_0376",608.457,584.971,623.611,580.522,608.686,631.238,594.639,660.92,600.445,633.565,583.039,660.206,596.454,505.123,597.017,514.838,606.127,453.408,623.222,595.775
"320","PFLU_0377",556.164,544.591,559.295,540.481,556.41,539.899,556.532,621.457,564.261,641.259,558.928,556.72,558.225,507.885,552.991,515.204,554.537,549.375,535.84,554.675
"321","PFLU_0378",631.203,609.899,614.6,601.121,610.226,692.426,590.417,637.939,617.911,660.377,606.739,725.691,609.144,576.747,609.699,463.651,636.885,604.709,622.642,621.145
"322","PFLU_0379",468.225,464.443,474.551,460.992,483.406,506.867,477.211,541.384,472.634,520.175,454.577,445.347,479.893,364.983,499.042,447.884,474.289,387.269,468.214,473.087
"323","PFLU_0380",461.993,463.147,460.871,459.705,477.091,513.578,472.177,465.533,486.124,543.115,486.526,529.888,448.938,430.777,469.187,439.432,495.255,499.889,460.748,471.767
"324","PFLU_0381",636.893,623.794,646.24,619.015,632.607,643.083,660.832,701.924,640.786,659.121,651.311,640.305,591.195,496.41,650.001,543.484,651.826,535.005,650.25,635.287
"325","PFLU_0382",625.682,586.752,572.887,582.286,610.74,674.172,615.319,515.035,587.187,602.382,614.77,642.316,579.332,519.988,595.037,507.675,592.904,430.055,591.481,597.586
"326","PFLU_0383",1027.01,1045.98,1068.09,1037.32,1092.42,1120.43,1088.23,1024.61,1079.42,1112.65,1100.13,1054.41,1039.06,889.536,1065.73,874.721,1029.21,850.229,1026.5,1064.72
"327","PFLU_0384",3082.25,3144.62,3150.18,3116.05,3237.55,3163.69,3187.43,3834.33,3147.64,3530.59,3184.47,3448.83,3253.43,3119.4,3140.39,2619.11,3030.89,2958.21,3182.94,3199.69
"328","PFLU_0385",1657.03,1604.37,1710.07,1589.52,1630.61,1678.4,1529.3,1682.17,1609.64,1820.24,1648.61,1676.2,1631.51,1383.41,1558.47,1285.19,1538.28,1384.04,1631.47,1631.83
"329","PFLU_0386",1126.53,1105.04,1128.33,1095.8,1083.24,1186.23,1093.41,1320.5,1140.63,1219.39,1092.18,1210.18,1096.88,1047.12,1097.19,961.246,1114.64,892.99,1154.43,1124.77
"330","PFLU_0387",477.087,477.472,483.298,473.915,483.431,598.304,447.686,598.036,485.64,622.816,439.753,608.44,485.449,449.479,511.792,418.736,476.668,430.71,484.668,486.351
"331","PFLU_0388",686.05,672.044,642.584,666.848,691.7,729.242,677.535,777.968,652.569,872.072,682.364,726.21,690.578,725.681,669.212,638.216,676.597,697.658,702.38,684.387
"332","PFLU_0389",599.55,594.895,595.919,590.361,619.493,595.702,592.93,698.792,602.911,751.925,608.092,705.686,598.68,591.107,626.833,601.312,624.637,601.6,599.472,605.875
"333","PFLU_0390",3202.84,3267.82,3457.18,3243.28,3426.22,3811.56,3495.98,4298.83,3332.78,3864.91,3252.62,3771.57,3325.34,2772.61,3503.2,3064.94,3209.38,3786.17,3248.21,3326.86
"334","PFLU_0391",1039.18,984.227,945.979,976.176,968.064,1162.91,1022.99,1221.23,991.609,1173.78,951.423,1193.03,967.235,901.907,1003.06,922.991,1017.77,993.515,1003.31,1001.94
"335","PFLU_0392",568.651,548.167,548.258,544.028,571.848,597.037,566.08,655.318,532.737,646.414,565.586,616.735,558.976,562.773,571.311,636.336,575.861,599.127,574.492,558.316
"336","PFLU_0393",669.585,672.044,681.029,666.848,680.72,771.213,715.783,853.604,669.02,882.973,709.658,851.599,685.098,677.302,652.756,713.3,665.595,740.59,663.969,684.387
"337","PFLU_0394",481.319,474.01,477.136,470.481,460.024,528.694,486.272,545.722,486.498,546.164,481.577,535.716,476.267,479.93,498.327,481.622,476.672,397.457,464.063,482.827
"338","PFLU_0395",600.183,570.855,614.272,566.524,583.168,695.665,545.971,685.741,596.133,695.17,552.35,702.389,564.857,675.718,565.4,525.846,587.726,617.12,579.423,581.407
"339","PFLU_0396",473.689,473.594,479.576,470.068,507.087,593.103,454.327,590.785,481.765,541.593,499.77,568.337,471.515,507.733,472.028,488.259,480.558,443.327,506.788,482.403
"340","PFLU_0397",1161.52,1186.48,1179.51,1176.43,1208.52,1414.94,1204.24,1395.25,1256.96,1376.74,1218.67,1456.98,1144.5,1246.18,1208.3,1165.77,1243.69,1043.23,1160.81,1207.55
"341","PFLU_0398",486.173,496.355,501.464,492.644,514.817,560.507,512.206,603.138,496.961,619.635,491.074,561.45,517.536,511.44,499.176,475.126,479.711,523.33,497.499,505.575
"342","PFLU_0399",802.445,757.691,781.242,751.736,758.742,829.862,726.289,919.298,758.144,942.029,769.12,826.654,757.678,835.88,780.094,634.403,745.746,670.602,780.354,771.527
"343","PFLU_0400",658.953,623.15,691.171,618.374,618.243,799.286,624.334,733.579,635.646,812.245,650.887,700.686,644.398,520.78,649.515,515.146,614.9,670.941,636.132,634.629
"344","PFLU_0401",473.55,470.365,484.754,466.866,482.13,575.684,468.631,544.997,492.359,628.043,483.387,518.91,472.813,443.531,473.329,507.453,464.932,433.116,498.46,479.116
"345","PFLU_0402",440.126,454.382,464.276,451.012,453.984,537.561,443.315,585.313,465.704,533.299,456.463,553.831,449.873,442.406,450.373,410.724,455.817,472.106,452.664,462.844
"346","PFLU_0403",5753.02,5771.7,5737.39,5801.92,5747.81,7328.64,5843.27,6881.73,5693.92,6493.58,5818.81,6952.44,5947.77,6795.67,5493.21,5976.14,5745.53,6312.22,5488.11,5981.48
"347","PFLU_0404",575.772,590.01,560.807,585.519,572.169,692.493,569.387,754.324,590.447,791.231,546.124,736.597,605.393,612.509,617.394,544.028,592.372,574.104,571.887,600.904
"348","PFLU_0405",517.024,502.242,476.788,498.482,523.351,573.312,506.63,626.037,486.185,627.462,506.199,570.606,528.332,534.146,530.906,477.643,532.386,475.799,498.821,511.567
"349","PFLU_0406",453.258,449.158,439.392,445.83,484.262,493.695,469.711,564.123,428.543,498.788,460.065,541.734,477.634,433.978,476.308,471.169,439.385,423.028,462.561,457.526
"350","PFLU_0407",665.794,652.16,686.565,647.136,676.138,840.466,678.003,720.391,685.522,817.608,647.049,667.597,659.783,617.253,634.951,670.474,672.394,616.211,645.35,664.153
"351","PFLU_0408",685.829,731.245,726.763,725.528,719.544,880.57,743.05,886.996,772.662,874.882,722.276,921.899,758.774,704.603,739.187,716.146,727.797,835.053,779.773,744.623
"352","PFLU_0409",545.769,542.848,574.732,538.752,537.389,573.821,549.019,692.585,562.412,633.043,559.968,601.255,539.216,461.434,565.593,611.953,538.384,516.699,577.315,552.9
"353","PFLU_0410",519.587,502.722,517.719,498.958,509.659,566.728,505.053,641.634,508.829,594.619,498.543,538.857,518.792,494.988,505.08,543.622,492.193,420.278,519.558,512.056
"354","PFLU_0411",815.183,776.407,815.922,770.288,777.138,830.265,788.852,1042.61,837.473,1074.68,810.815,870.63,776.079,634.191,822.305,662.537,786.456,715.266,807.341,790.571
"355","PFLU_0412",551.215,520.768,536.907,516.855,512.779,600.798,539.087,606.681,550.616,693.555,538.623,581.902,528.655,509.147,519.532,413.463,523.405,590.848,527.002,530.425
"356","PFLU_0413",479.937,480.673,513.235,477.09,488.098,529.633,501.321,582.564,487.267,593.875,483.626,563.137,463.431,420.642,519.16,519.951,476.3,533.959,478.341,489.61
"357","PFLU_0414",429.158,427.28,436.106,424.128,473.159,454.749,446.737,504.872,443.828,532.116,441.488,501.523,444.652,463.697,445.653,446.777,445.414,433.389,452.73,435.252
"358","PFLU_0415",501.833,489.58,500.223,485.925,488.006,595.769,503.052,604.712,504.779,587.233,492.118,520.91,492.269,460.528,531.514,474.945,492.403,511.209,498.29,498.678
"359","PFLU_0416",502.992,526.971,538.405,523.008,528.391,622.589,535.761,663.29,547.669,636.611,540.301,617.308,529.855,495.158,527.881,589.865,521.793,543.345,528.102,536.74
"360","PFLU_0417",518.018,501.271,512.161,497.519,522.301,608.342,521.657,571.007,529.471,631.766,513.225,574.91,533.263,509.39,491.68,478.775,499.088,461.241,513.975,510.579
"361","PFLU_0418",558.748,559.652,600.525,555.417,606.894,631.725,562.582,644.164,529.469,646.626,571.615,662.282,561.108,556.677,564.847,564.754,556.827,602.436,565.077,570.006
"362","PFLU_0419",917.039,919.687,939.255,912.247,969.574,1138.75,871.113,1069.19,927.169,1183.71,985.534,1144.99,873.842,928.946,969.094,1029.87,971.86,742.377,916.677,936.308
"363","PFLU_0420",526.578,505.246,520.433,501.461,514.199,589.868,494.829,586.585,534.408,616.769,494.406,551.026,504.743,437.403,528.428,529.019,500.346,500.343,509.698,514.624
"364","PFLU_0421",656.241,613.318,596.528,608.629,635.005,742.071,619.14,747.227,634.199,804.909,618.581,685.775,616.751,596.55,630.172,498.779,649.136,738.07,574.664,624.625
"365","PFLU_0422",907.303,870.43,937.306,863.444,907.211,931.996,893.766,1064.53,906.837,1093.38,902.454,937.944,857.995,765.604,906.714,754.464,899.623,981.864,887.68,886.206
"366","PFLU_0423",500.389,511.897,531.99,508.057,496.146,639.125,529.388,605.035,549.149,567.975,517.775,629.728,522.033,441.795,513.603,570.152,515.036,541.805,536.258,521.395
"367","PFLU_0424",870.005,835.452,809.32,828.798,843.614,1016.55,831.219,1047.02,843.15,1056.48,856.609,987.752,833.806,946.648,816.762,893.006,854.312,842.32,869.723,850.637
"368","PFLU_0425",641.092,603.721,612.658,599.112,653.646,718.852,597.304,740.197,591.213,648.776,604.942,731.346,615.544,660.13,603.788,662.631,626.076,650.905,616.35,614.857
"369","PFLU_0426",509.328,504.722,511.56,500.942,476.577,569.591,511.117,586.434,547.895,538.309,514.783,562.983,510.608,484.771,527.632,497.753,516.703,453.545,509.3,514.092
"370","PFLU_0427",441.265,452.478,468.324,449.124,462.505,510.482,469.058,501.969,454.695,585.564,438.88,556.414,435.587,457.684,457.029,426.371,460.301,520.123,459.229,460.907
"371","PFLU_0428",755.755,715.536,718.206,709.961,730.471,813.508,708.153,944.057,729.785,870.469,732.748,761.867,742.048,740.172,710.889,726.08,719.261,720.401,730.186,728.642
"372","PFLU_0429",998.405,967.566,1034.6,959.665,1009.75,1165.45,982.581,1120.54,986.443,1200.07,1004.63,1106.43,950.883,988.983,1009.32,862.029,1012.2,953.998,997.968,984.993
"373","PFLU_0430",470.049,480.453,470.182,476.872,481.465,589.372,504.385,564.45,523.619,602.549,494.451,504.706,493.185,504.146,496.902,473.387,479.121,456.363,490.745,489.386
"374","PFLU_0431",491.8,474.336,500.665,470.805,487.707,607.728,514.177,559.816,481.054,558.882,454.411,582.661,482.319,550.167,469.754,435.128,476.896,506.336,490.33,483.159
"375","PFLU_0433",531.744,473.754,495.654,470.227,489.999,555.311,470.183,581.692,484.814,572.343,491.404,554.018,494.751,513.783,479.359,498.428,493.764,446.132,502.75,482.566
"376","PFLU_0434",789.7,739.813,755.695,734.018,782.865,827.748,765.53,961.581,789.124,935.776,737.234,870.671,774.814,651.283,754.619,703.96,756.752,704.518,747.95,753.339
"377","PFLU_0435",4288,4457.82,4644.88,4460.63,4612.43,5014.49,4544.96,5681.55,4295.72,5717.98,4509.79,4807.21,4640.65,4097.17,4285.17,4007.14,4276.68,3560.75,4533.65,4577.41
"378","PFLU_0436",3651.34,3594.94,3599.65,3565.19,3372.56,4396.08,3446.29,4358.72,3668.74,4464.62,3578.94,4349.66,3851.96,3704.77,3584.28,3428.65,3731.64,4362.42,3645.08,3662.25
"379","PFLU_0437",606.059,582.79,602.707,578.361,577.071,628.153,599.696,747.398,609.106,714.079,591.901,680.941,597.88,629.386,583.851,560.149,596.465,603.232,598.686,593.556
"380","PFLU_0438",642.54,616.47,612.292,611.753,651.493,756.236,648.364,821.725,637.574,672.717,630.388,744.635,615.43,582.247,659.673,657.797,608.953,576.942,590.001,627.833
"381","PFLU_0439",631.106,594.895,623.545,590.361,595.819,708.81,592.93,757.025,591.09,685.348,600.245,686.918,606.557,513.838,595.294,578.185,604.87,578.461,615.247,605.875
"382","PFLU_0440",6371.12,6457.43,6419.62,6400.61,6147.4,6574.51,6625.53,7833.08,6448.31,7891.16,6186.5,7118.27,6481.16,5855.96,6263,7105.02,5911.13,6891.41,5874.15,6616.75
"383","PFLU_0441",972.333,942.469,896.118,934.811,916.89,1045.81,968.165,1109.95,938.807,1131.1,967.145,1179.29,938.094,952.107,993.755,1068.75,963.376,1005.21,949.84,959.475
"384","PFLU_0442",2420.51,2384.29,2346.71,2360.12,2419.03,2908.39,2373.32,2879.64,2385.81,2745.81,2408.45,2594.53,2505.5,2046.86,2421.96,2364.27,2302.57,2373.47,2418.72,2423.79
"385","PFLU_0443",1047.08,1053.29,1075.54,1044.56,1140.58,1155.17,1069.39,1256.23,1033.43,1254.55,1081.56,1254.24,1059.37,998.912,1099.97,1167.22,1062.77,1208.35,1100.21,1072.15
"386","PFLU_0444",474.777,486.391,491.878,482.762,478.425,551.023,484.428,607.35,492.864,575.586,475.586,574.201,485.895,438.497,486.416,449.078,472.475,440.898,496.8,495.431
"387","PFLU_0445",441.73,435.606,438.525,432.387,431.481,489.407,439.704,540.058,435.279,536.879,456.34,511.371,429.216,466.847,443.502,430.424,448.688,388.074,458.821,443.728
"388","PFLU_0446",493.715,471.177,469.013,467.671,482.954,587.872,483.223,564.521,498.647,546.134,481.446,561.426,490.192,494.437,485.213,417.811,481.035,487.996,495.08,479.943
"389","PFLU_0447",493.754,476.051,477.426,472.505,508.998,549.141,500.437,568.306,469.269,577.679,488.111,537.965,470.579,445.558,493.522,479.616,497.895,408.055,507.203,484.904
"390","PFLU_0448",5999.29,5912.25,6015.37,5893.8,5998.82,6114.23,5995.08,7846.9,6059.07,7357.9,5687.33,6618.22,5910.58,5848.65,5746.15,5954.22,5723.04,5299.41,5715.87,6116.63
"391","PFLU_0449",2638.79,2514.03,2603.47,2487.06,2506.51,2898.48,2416.39,3292.29,2426.61,3066.16,2668.78,3066.67,2510.41,2622.79,2552.23,2575.61,2426.38,2245.51,2419.94,2553.4
"392","PFLU_0450",444.164,468.563,469.475,465.078,500.134,543.639,489.648,613.18,478.075,581.635,449.677,549.84,480.538,462.366,473.113,431.488,463.798,423.798,475.972,477.282
"393","PFLU_0451",439.416,430.661,443.388,427.482,420.769,513.003,440.721,510.066,429.429,524.942,448.657,476.077,478.702,360.709,429.767,441.407,429.288,468.1,428.85,438.694
"394","PFLU_0452",485.049,484.656,523.538,481.04,500.321,532.106,497.771,603.595,497.812,595.588,503.982,610.426,500.942,499.627,499.814,498.466,492.853,417.116,485.03,493.665
"395","PFLU_0453",435.068,459.972,473.466,456.557,482.916,546.669,468.879,589.061,491.332,557.302,482.335,506.495,481.879,455.733,483.572,487.552,468.637,395.784,461.743,468.535
"396","PFLU_0454",639.517,630.953,644.573,626.112,639.709,709.462,622.716,767.308,648.264,709.184,654.649,773.06,647.931,589.796,620.51,647.746,678.397,643.541,662.752,642.572
"397","PFLU_0455",488.481,501.77,508.666,498.015,504.755,577.867,526.116,638.294,499.932,618.001,517.703,596.087,527.711,539.282,492.248,557.596,501.647,467.725,506.472,511.087
"398","PFLU_0456",588.349,572.73,588.631,568.383,585.076,706.304,571.752,737.591,584.261,684.945,571.246,633.16,576.993,559.13,612.548,571.532,575.653,592.321,556.767,583.315
"399","PFLU_0457",660.316,656.908,681.395,651.845,660.487,818.571,667.644,817.539,670.05,706.947,672.159,766.02,674.844,591.152,654.797,635.171,703.172,595.204,670.513,668.986
"400","PFLU_0458",439.03,444.663,466.195,441.371,439.296,487.519,464.805,551.84,446.102,494.473,431.609,534.202,467.897,402.725,458.277,428.241,461.247,475.435,436.489,452.949
"401","PFLU_0459",488.24,475.095,481.017,471.557,475.269,553.793,477.228,616.456,487.672,559.027,470.976,555.327,480.14,491.23,451.263,454.157,483.474,537.631,469.107,483.932
"402","PFLU_0460",448.751,445.165,457.442,441.869,453.323,542.283,460.386,589.578,442.197,518.727,434.354,490.566,443.751,487.594,471.747,495.698,469.611,419.307,427.256,453.46
"403","PFLU_0461",450.274,440.759,427.385,437.499,474.303,522.57,469.553,535.722,451.255,493.979,447.84,508.345,438.858,419.332,463.847,424.341,449.785,441.616,439.552,448.975
"404","PFLU_0462",513.613,531.128,526.921,527.13,563.664,626.17,547.806,618.919,547.093,645.122,552.545,565.934,554.704,423.525,529.075,545.468,543.685,635.314,534.536,540.971
"405","PFLU_0463",524.436,525.897,529.704,521.942,519.613,636.867,567.455,610.839,526.401,658.912,574.524,674.89,541.352,617.928,544.436,510.035,533.26,564.69,554.797,535.646
"406","PFLU_0464",533.771,518.015,524.555,514.125,536.383,582.1,519.645,627.09,526.141,609.204,528.553,635.309,509.483,550.487,524.109,507.849,525.572,547.083,510.223,527.623
"407","PFLU_0465",560.907,581.827,605.492,577.403,601.726,708.973,591.445,784.485,564.04,707.099,590.919,691.773,593.25,636.146,582.746,591.409,554.79,580.852,608.806,592.574
"408","PFLU_0466",618.495,609.899,576.453,605.238,631.414,716.721,619.938,721.33,639.073,757.12,632.02,737.786,600.683,614.091,613.933,703.756,615.656,675.121,643.821,621.145
"409","PFLU_0467",588.259,604.13,592.664,599.519,592.549,773.149,618.153,699.607,595.859,766.598,621.66,680.342,632.28,568.178,600.198,606.794,597.787,599.105,624.94,615.275
"410","PFLU_0468",501.774,486.212,503.635,482.583,500.329,572.885,480.735,616.777,497.779,550.73,497.361,514.767,487.32,468.032,498.112,465.271,478.902,518.952,508.603,495.249
"411","PFLU_0469",526.152,539.992,546.071,535.92,554.537,586.274,551.78,647.941,562.135,659.179,526.114,653.185,516.936,523.643,565.261,527.932,578.122,484.111,551.428,549.994
"412","PFLU_0470",3198.79,22862.9,3222.34,16497.5,3441.96,2285.38,3208.96,12595.3,3362.45,10558.2,3279.41,8978.33,3550.68,2837.13,3193.12,3274.86,3700.37,2963.21,3551.98,9595.9
"413","PFLU_0471",552.837,550.268,577.387,546.109,574.347,653.26,550.339,615.816,561.366,732.77,534.751,630.053,567.179,621.842,576.847,498.7,560.193,534.526,552.785,560.453
"414","PFLU_0472",486.119,491.846,486.267,488.172,495.417,557.896,496.497,615.286,505.423,536.316,483.494,548.368,472.74,486.802,505.756,549.25,487.241,476.961,507.781,500.984
"415","PFLU_0473",474.904,457.29,442.829,453.897,464.08,445.413,469.418,569.923,459.931,512.073,472.338,488.626,494.101,407.601,454.722,510.753,478.23,502.167,461.581,465.805
"416","PFLU_0474",1161.52,1186.48,1211.39,1176.43,1176.71,1338.87,1172.55,1410.92,1225.14,1440.04,1234.49,1487.33,1192.19,1152.71,1192.4,1041.42,1195.85,949.811,1144.91,1207.55
"417","PFLU_0475",471.059,470.504,482.107,467.004,482.254,602.91,471.625,564.285,495.055,638.277,483.452,579.222,482.595,445.386,494.04,495.056,474.887,564.56,486.065,479.258
"418","PFLU_0476",562.52,557.062,572.31,552.847,543.679,583.237,572.635,694.354,546.068,672.029,562.649,625.953,558.512,566.554,555.882,586.988,560.622,475.369,533.864,567.368
"419","PFLU_0477",522.467,489.265,494.657,485.612,489.528,584.543,495.735,565.708,486.964,641.72,467.508,550.177,493.747,475.842,503.007,488.399,488.646,444.108,510.214,498.357
"420","PFLU_0478",521.834,515.409,522.02,511.542,515.221,555.647,521.743,680.196,507.544,624.769,507.637,531.276,530.183,506.672,528.443,518.919,541.388,485.515,514.935,524.971
"421","PFLU_0479",575.838,560.701,563.081,556.455,595.604,677.898,560.285,675.579,562.25,704.097,569.499,619.114,552.246,548.1,582.049,667.649,590.199,629.753,575.779,571.072
"422","PFLU_0480",479.204,462.019,472.076,458.588,467.403,564.146,485.423,527.351,458.141,552.272,468.211,517.782,462.787,501.343,483.808,406.982,460.957,503.809,479.193,470.62
"423","PFLU_0481",489.624,467.66,479.16,464.182,471.366,575.476,496.608,572.935,489.049,573.948,460.656,546.263,486.219,515.919,465.588,512.132,466.884,465.668,479.026,476.362
"424","PFLU_0482",497.522,488.798,527.461,485.148,504.799,534.127,484.792,599.904,519.703,568.588,489.609,563.245,503.752,447.883,478.025,529.021,502.183,517.164,508.011,497.881
"425","PFLU_0483",540.687,550.268,556.115,546.109,568.269,664.873,571.505,720.445,579.573,618.18,574.027,560.69,558.08,615.892,576.847,546.195,544.97,587.978,552.785,560.453
"426","PFLU_0485",559.061,544.591,544.805,540.481,562.206,628.497,550.765,661.367,541.112,678.642,558.928,691.765,546.656,618.542,550.095,617.113,557.44,535.216,532.943,554.675
"427","PFLU_0486",558.596,582.79,569.832,578.361,566.114,624.663,577.889,776.144,587.222,695.955,613.688,677.467,597.88,557.865,605.746,410.3,611.102,656.773,587.734,593.556
"428","PFLU_0487",504.422,511.279,535.718,507.445,504.672,639.295,508.767,673.512,530.502,641.869,503.91,577.108,528.06,629.054,521.946,551.59,503.357,514.825,513.279,520.766
"429","PFLU_0488",1529.91,1549.36,1580.93,1535.12,1575.1,1508.44,1570.8,1601.4,1578.19,1617.05,1662.46,1686.33,1552.33,1750.9,1481.64,1609.08,1580.15,1705.64,1646.24,1740.68
"430","PFLU_0489",583.811,559.126,539.145,554.893,564.8,545.759,558.823,584.033,560.782,605.063,567.903,610.437,554.119,631.542,583.515,589.334,569.072,539.393,554.885,633.454
"431","PFLU_0490",490.483,501.77,492.645,498.015,490.735,489.848,488.251,498.421,509.93,564.349,511.729,533.241,489.732,562.815,532.268,581.074,495.627,565.576,480.447,596.934
"432","PFLU_0491",487.799,487.723,494.866,484.083,510.56,476.151,495.908,510.647,499.337,484.168,493.768,589.061,464.594,540.522,504.857,522.361,514.933,563.07,511.995,496.787
"433","PFLU_0492",472.805,464.066,476.656,460.618,469.342,453.082,478.075,538.691,456.091,501.36,462.826,499.408,467.097,494.839,471.342,541.109,487.619,482.835,479.015,528.535
"434","PFLU_0493",502.642,499.862,514.681,496.122,526.66,487.986,516.114,506.309,523.821,528.381,515.674,510.153,529.534,496.239,522.18,580.181,513.719,551.321,498.658,594.002
"435","PFLU_0494",624.279,603.307,620.483,598.701,612.085,588.817,580.32,646.993,627.815,652.682,616.806,645.257,610.992,623.608,628.081,662.577,600.837,642.697,632.46,659.796
"436","PFLU_0495",697.189,677.501,692.093,672.259,691.768,661.112,649.668,713.742,674.315,664.682,660.158,764.561,685.084,759.312,663.353,654.027,704.352,758.074,680.323,734.453
"437","PFLU_0496",951.099,902.289,911.263,895.01,910.057,879.956,946.999,896.335,909.766,904.507,915.502,993.902,909.103,961.388,878.929,1099.14,901.934,990.355,889.398,1071.71
"438","PFLU_0497",618.851,587.688,622.917,583.217,585.314,573.601,582.463,605.385,580.774,633.039,555.832,631.729,595.477,587.784,592.289,579.102,593.949,634.37,585.024,613.505
"439","PFLU_0498",691.726,683.228,680.775,677.935,680.439,666.688,705.728,720.313,662.595,721.03,676.638,740.131,673.645,722.272,679.91,759.731,670.366,765.826,685.871,724.282
"440","PFLU_0499",482.759,464.066,461.721,460.618,460.627,453.082,453.304,505.635,441.178,491.481,490.051,482.84,486.974,565.53,458.906,491.254,442.723,488.916,459.108,493.795
"441","PFLU_0500",537.652,537.252,537.869,533.202,565.48,524.437,524.239,548.107,528.819,563.835,526.526,590.229,547.858,607.662,542.896,552.368,549.94,636.121,537.607,593.95
"442","PFLU_0501",485.498,453.245,436.535,449.885,432.605,442.529,459.875,509.896,472.665,517.339,446.277,489.948,466.366,544.672,443.388,520.428,478.429,484.549,474.248,519.78
"443","PFLU_0502",628.685,620.085,637.907,615.337,637.743,605.17,652.314,671.085,663.487,650.62,620.899,653.113,654.311,650.46,663.749,700.886,612.364,610.353,606.457,688.922
"444","PFLU_0503",496.966,481.804,482.629,478.212,479.536,470.379,467.483,489.023,485.149,498.047,502.281,523.202,489.774,532.498,507.985,583.129,477.159,499.94,487.298,542.083
